track_id,artists,album_name,track_name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
5HYSet3VZ5JPcUouFsNrOb,Becky Hill;Topic,Arbeitsmusik Herbst/Winter 2022/2023,My Heart Goes (La Di Da),0,0.695,0.781,-5.578,0.0452,0.0185,3.12e-05,0.295,0.456,0.5096724356129712,edm
29KRWp49DyHI8a6PwvZpxw,Swedish House Mafia;John Martin,Autopilot,Don't You Worry Child - Radio Edit,1,0.609,0.83,-3.229,0.0552,0.117,0.0,0.18,0.478,0.5299952336341074,edm
0JvNnk5PX2XuWwB3iMG49c,Becky Hill;Topic,Night Drive Autumn/Winter 2022/23,My Heart Goes (La Di Da),0,0.695,0.781,-5.578,0.0452,0.0185,3.12e-05,0.295,0.456,0.5096724356129712,edm
3QEJ6F9JMYN2iFuWI2AVK3,Becky Hill;Joel Corry,From The Ashes - New Beats,HISTORY,0,0.674,0.86,-3.318,0.0369,0.155,3.21e-06,0.359,0.771,0.5052964186512828,edm
60FqdDT6RNvvXoG4673jtH,Swedish House Mafia;John Martin,Beats Electro Mood,Don't You Worry Child - Radio Edit,0,0.609,0.83,-3.229,0.0552,0.117,0.0,0.18,0.478,0.5299952336341074,edm
03aiQ6cX3yeHwiIA8rvDLu,Becky Hill;Shift K3Y,pov: it's 2020,Better Off Without You,0,0.682,0.855,-3.282,0.0401,0.0564,0.0,0.101,0.304,0.5095286228489719,edm
7wKuYBIJUQMqcZTlxvnNbU,Swedish House Mafia;John Martin,Larga Vida al Electro,Don't You Worry Child - Radio Edit,0,0.609,0.83,-3.229,0.0552,0.117,0.0,0.18,0.478,0.5299952336341074,edm
7EsVGqMKR6ZpGTIoeITKPj,Becky Hill;Just Kiddin,EDM Hits,Losing - Just Kiddin Remix,0,0.738,0.617,-8.334,0.0377,0.000152,0.129,0.0651,0.624,0.4931421856252979,edm
1beeD7dhYYODv4dl55wNRK,Swedish House Mafia,Electro sounds,One - Radio Edit,0,0.802,0.78,-6.564,0.0367,0.0075,0.824,0.147,0.623,0.513727955557747,edm
0k30CIxipiw4Vx0NLG6qqk,Swedish House Mafia;John Martin,Electro sounds,Don't You Worry Child - Radio Edit,0,0.609,0.83,-3.229,0.0552,0.117,0.0,0.18,0.478,0.5299952336341074,edm
0ohRAI2OS61ulh4cJs4i2e,Swedish House Mafia;Knife Party,Electro sounds,Antidote - Radio Edit,0,0.648,0.86,-4.974,0.11,0.00636,0.0289,0.135,0.625,0.5260670907088737,edm
6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,The Business,82,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,0.4931997107308976,edm
0zFcYzwaLbJAhg7bvSVavv,Lost Stories;Jonita Gandhi;Ashwin Adwani,Mai Ni Meriye,Mai Ni Meriye,52,0.616,0.505,-6.786,0.0808,0.441,0.00456,0.219,0.671,0.39460578866919777,edm
4TZ2Ub8bZh4LTs06eANDXa,Ellie Goulding;Speed Radio,Lights (Sped Up Version),Lights - Sped Up Version,77,0.653,0.836,-5.626,0.0457,0.0452,0.299,0.1,0.804,0.5472363295695478,edm
3oMU1p4h2mL2YG6TbRzXOi,Lost Stories;KASYAP;Yashraj,Notes from Therapy,Peace Of Mind,52,0.733,0.406,-9.351,0.0808,0.434,0.0,0.115,0.47,0.6120630146442483,edm
3p2WQ8mlRhETkOxcn8tVDc,Lost Stories;Akanksha Bhandari;Zaeden,Noor,Noor,52,0.792,0.718,-4.619,0.044,0.39,7.5e-05,0.301,0.545,0.42342175763851225,edm
0bI7K9Becu2dtXK1Q3cZNB,Tiësto;KAROL G,Don't Be Shy,Don't Be Shy,84,0.77,0.787,-3.748,0.0583,0.198,0.0,0.262,0.513,0.4930148086057558,edm
5x4vgABKiGp4Vg7ZyFRxhn,DJ Snake;Rick Ross;Rich Brian,Shang-Chi and The Legend of The Ten Rings: The Album,Run It (feat. Rick Ross & Rich Brian),69,0.688,0.725,-7.806,0.044,0.0195,7.63e-06,0.0726,0.225,0.4273540094998603,edm
4edHoZerfvMGeLz3ohZit6,The Chainsmokers,So Far So Good,iPad,69,0.665,0.628,-6.297,0.026,0.00502,2.02e-05,0.0947,0.551,0.5012039182814786,edm
3P3pw6C19j31Rnzgo3JG7o,Jonas Blue;JP Cooper,Blue,Perfect Strangers,76,0.73,0.861,-4.1,0.0451,0.39,0.0,0.213,0.704,0.48471064871883374,edm
3S9b5ink1kHrrKql3FdDI2,Ryllz,Nemesis,Nemesis,63,0.63,0.768,-4.891,0.0767,0.0266,0.439,0.364,0.32,0.4310808145554953,edm
5WHTFyqSii0lmT9R21abT8,Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,77,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,0.40676002169518266,edm
4mQpBIJKBpd8lcrtZ73SP8,Nucleya;Benny Dayal;Badshah,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Let's Nacho,54,0.742,0.947,-3.749,0.0321,0.0906,0.0221,0.0721,0.88,0.5343383791068816,edm
02shCNmb6IvgB5jLqKjtkK,Vicetone;Cozi Zuehlsdorff,Nevada,Nevada,71,0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,0.5095697122101146,edm
4tF4f9GwL52a4VruWF5Brp,Unknown Brain;Chris Linton,Superhero,Superhero,65,0.667,0.937,-4.053,0.0709,0.0271,1.27e-05,0.318,0.22,0.3082318426113111,edm
5HOlPj1GPGrp8sbad1BPDU,Topic;A7S,Weekend Baby,Breaking Me,0,0.789,0.72,-5.652,0.217,0.223,0.0,0.129,0.664,0.5014175829594202,edm
4ut5G4rgB1ClpMTMfjoIuy,Martin Garrix;Bonn,High On Life (feat. Bonn),High On Life (feat. Bonn),71,0.414,0.486,-6.431,0.0311,0.0129,0.0,0.111,0.368,0.5260999621977878,edm
5902W4uHWzhtOff1UK7the,Alesso;Katy Perry,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),80,0.685,0.886,-4.179,0.034,0.028,0.0,0.481,0.615,0.5137567181105468,edm
6urUsxKmMUmfbraWTeUwgI,Joel Corry;Mabel,Cuddle Up Christmas,I Wish (Christmas Version),0,0.652,0.603,-6.555,0.0317,0.241,0.0,0.132,0.192,0.4356499515145539,edm
4voJGwEr7Uw54pr3RSRIsg,MEDUZA;James Carter;Elley Duhé;FAST BOY,Larga Vida al Electro,Bad Memories,4,0.607,0.767,-6.069,0.0474,0.118,0.0,0.122,0.662,0.5094998602961721,edm
6mdNaF8hJu60XXXXyRLApe,Joel Corry;Mabel,Back to School!,I Wish,0,0.686,0.856,-2.717,0.0426,0.0896,0.0,0.0648,0.733,0.5094957513600579,edm
0TNarhIeerCvP5d7W29wXU,Topic;A7S;Lil Baby,pov: it's 2020,Why Do You Lie To Me,0,0.65,0.738,-6.46,0.158,0.0539,0.0,0.206,0.336,0.49236148776358823,edm
7mbd55vVvtqHOfxL2L5zRM,R3HAB;TINI;Reik,Fiesta portatil,Bésame (I Need You),0,0.839,0.701,-6.029,0.0944,0.0165,0.00365,0.0513,0.273,0.4108278684483013,edm
152vVEXwvqA107UFPqb3gG,MEDUZA;Becky Hill;Goodboys,10's Music Grandi Successi,Lose Control,0,0.597,0.527,-8.658,0.0412,0.127,0.0,0.14,0.535,0.5092861956182305,edm
4YjFDZo00BwMLn2SSAmIO4,MEDUZA;Hozier,Night Drive Autumn/Winter 2022/23,Tell It To My Heart,0,0.539,0.715,-6.639,0.0595,0.0265,0.0,0.609,0.489,0.5089081734957185,edm
79WthgBijQ7koBeL5Sbw2W,Joel Corry;Mabel,Upbeat 20's,I Wish,3,0.686,0.856,-2.717,0.0426,0.0896,0.0,0.0648,0.733,0.5094957513600579,edm
2LsPArKkazeaqQzBrPh0iP,MEDUZA;James Carter;Elley Duhé;FAST BOY,Electro sounds,Bad Memories,1,0.607,0.767,-6.069,0.0474,0.118,0.0,0.122,0.662,0.5094998602961721,edm
2J3JETBGdQdjCOzIRmoeWc,MEDUZA;Becky Hill;Goodboys,Beats Electro Mood,Lose Control,1,0.597,0.527,-8.658,0.0412,0.127,0.0,0.14,0.535,0.5092861956182305,edm
6iO9zQyoHPm0fnBM66LlwA,MEDUZA;Becky Hill;Goodboys,Fiesta portatil,Lose Control,0,0.597,0.527,-8.658,0.0412,0.127,0.0,0.14,0.535,0.5092861956182305,edm
4M0ezYulsUFJDrKk9d58y6,MEDUZA;Goodboys,Larga Vida al Electro,Piece Of Your Heart,0,0.677,0.744,-6.806,0.0296,0.0405,0.000153,0.074,0.631,0.5098244662491987,edm
2tzcfQVPDTKag67JRzct87,MEDUZA;James Carter;Elley Duhé;FAST BOY,Top Trending Romania - Vara 2022,Bad Memories,6,0.607,0.767,-6.069,0.0474,0.118,0.0,0.122,0.662,0.5094998602961721,edm
3JwyTIApOhgizktLQaVvFF,Topic;John Martin,EDM Gaming Music Autumn/Winter 2022,Follow Me,0,0.578,0.854,-7.661,0.0427,0.00823,0.000118,0.0815,0.0437,0.5174301069966964,edm
3ZZylGjSiEbOuBe34oYTDQ,MEDUZA;Becky Hill;Goodboys,Electro sounds,Lose Control,0,0.597,0.527,-8.658,0.0412,0.127,0.0,0.14,0.535,0.5092861956182305,edm
6wXeRgZClAnD88ypGDaVuQ,Topic;Bebe Rexha,Night Drive Autumn/Winter 2022/23,Chain My Heart,0,0.663,0.849,-4.462,0.0334,0.0791,1.2e-06,0.192,0.722,0.5094752066794865,edm
7flHD8a99bRLIDNDGuns1Y,MEDUZA;SHELLS,Larga Vida al Electro,Born To Love,0,0.722,0.856,-6.392,0.0338,0.0305,0.0597,0.231,0.827,0.5012491165787354,edm
5eYQMChHFGtMlRPZicBtMC,Topic;A7S,pov: it's 2020,Breaking Me,0,0.789,0.72,-5.652,0.217,0.223,0.0,0.129,0.664,0.5014175829594202,edm
03FrsymZUDrFC3aBVrvKA1,MEDUZA;James Carter;Elley Duhé;FAST BOY,Ballermann Hits Party 2023,Bad Memories,0,0.607,0.767,-6.069,0.0474,0.118,0.0,0.122,0.662,0.5094998602961721,edm
106fpyAO4qjDIA1bcaXp6N,Topic;A7S,Night Drive Autumn/Winter 2022/23,Kernkraft 400 (A Better Day),0,0.623,0.727,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,0.5176232269940667,edm
5IJb3GtAnACyhkrMIdy9mW,Joel Corry;Mabel,Today's Party Hits,I Wish,0,0.686,0.856,-2.717,0.0426,0.0896,0.0,0.0648,0.733,0.5094957513600579,edm
1v0dx7eDwANUppPBLweInQ,Topic;Robin Schulz;Nico Santos;Paul van Dyk,Night Drive Autumn/Winter 2022/23,In Your Arms (For An Angel),0,0.694,0.828,-4.653,0.0336,0.0399,0.0,0.0796,0.407,0.5177341682691518,edm
50bPnkzp6o4AdSBNisle9l,Topic;A7S,Queda poco para la PAES,Breaking Me,0,0.789,0.72,-5.652,0.217,0.223,0.0,0.129,0.664,0.5014175829594202,edm
4GXnutk4q9KXJUgkGJcc4I,MEDUZA;Goodboys,Beats Electro Mood,Piece Of Your Heart,1,0.677,0.744,-6.806,0.0296,0.0405,0.000153,0.074,0.631,0.5098244662491987,edm
69yik0sUL1AT6eg2B4A1Dr,Topic;Robin Schulz;Nico Santos;Paul van Dyk,EDM Gaming Music Autumn/Winter 2022,In Your Arms (For An Angel),0,0.694,0.828,-4.653,0.0336,0.0399,0.0,0.0796,0.407,0.5177341682691518,edm
26RJAPCk13MqhpFDD1L4KP,Topic;A7S,EDM Gaming Music Autumn/Winter 2022,Kernkraft 400 (A Better Day),1,0.623,0.727,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,0.5176232269940667,edm
7ygaeSuQR2Pn7ahgNUxslH,Joel Corry;MNEK,Feeling Good,Head & Heart,0,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,0.505206022056769,edm
3ksIpMf8hNYWAyTiMZJ6Xb,MEDUZA;Goodboys,Beginner Ride (Mixtape Vol. 1),Piece Of Your Heart,0,0.677,0.744,-6.806,0.0296,0.0405,0.000153,0.074,0.631,0.5098244662491987,edm
17vet66oUJBu8wqbMos7Qc,Topic;A7S,Arbeitsmusik Herbst/Winter 2022/2023,Kernkraft 400 (A Better Day),0,0.623,0.727,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,0.5176232269940667,edm
0u5K7xSRTLnBkeERwTypzN,MEDUZA;Goodboys,pov: it's 2019,Piece Of Your Heart,0,0.677,0.744,-6.806,0.0296,0.0405,0.000153,0.074,0.631,0.5098244662491987,edm
0eAZj3pd6JoZPYoyhTh1qp,Topic;A7S,Ballermann Hits Party 2023,Kernkraft 400 (A Better Day),0,0.623,0.727,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,0.5176232269940667,edm
5f0M1GxFFvfrnQUNAaST4L,Joel Corry;MNEK,EDM Hits,Head & Heart,0,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,0.505206022056769,edm
6GkAs8oZIgPjr0GpqA2JSt,Joel Corry;MNEK,Today's Party Hits,Head & Heart,0,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,0.505206022056769,edm
0g5EKLgdKvNlln7TNqBByK,DJ Snake;Bipolar Sunshine,Encore,Middle,76,0.583,0.695,-5.336,0.0423,0.0141,0.0,0.0527,0.224,0.43094111072761043,edm
3A7qX2QjDlPnazUsRk5y0M,David Guetta;Justin Bieber,2U (feat. Justin Bieber),2U (feat. Justin Bieber),68,0.548,0.65,-5.827,0.0591,0.219,0.0,0.225,0.557,0.5955368735926895,edm
2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia;John Martin,Don't You Worry Child,Don't You Worry Child - Radio Edit,80,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,0.5302253340565061,edm
2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,Ride It,81,0.88,0.751,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,0.48464079680489125,edm
3H7ihDc1dqLriiWXwsc2po,Topic;A7S,Breaking Me,Breaking Me,78,0.789,0.72,-5.652,0.218,0.223,0.0,0.129,0.664,0.5014175829594202,edm
3QCL4FJOSqLrFDJmcdNSbA,Ritviz;Nucleya,Baaraat,Sathi,52,0.585,0.625,-5.13,0.0765,0.0444,0.0,0.0376,0.666,0.6741367125223937,edm
0OlnLZY4cmQzT6ZGttvWBM,Martin Garrix;David Guetta;Jamie Scott;Romy Dya,So Far Away (feat. Jamie Scott & Romy Dya),So Far Away (feat. Jamie Scott & Romy Dya),67,0.526,0.52,-7.985,0.0569,0.435,0.0,0.197,0.13,0.6127204444225302,edm
6osaMSJh9NguagEDQcZaKx,DJ Snake;J Balvin;Tyga,Carte Blanche,Loco Contigo (feat. J. Balvin & Tyga),74,0.694,0.758,-2.986,0.218,0.278,1.34e-06,0.102,0.371,0.7892896471245665,edm
1eGW1YBT17a5G1hKPWrpW7,Kygo;Dean Lewis,Lost Without You (with Dean Lewis),Lost Without You (with Dean Lewis),75,0.621,0.575,-6.243,0.0564,0.265,0.0,0.0932,0.343,0.48439015170192135,edm
4j2qiNmwQVFZYrWK3EOcVJ,David Guetta;Bebe Rexha;REAPER,I'm Good (Blue) [REAPER Remix],I'm Good (Blue) - REAPER Remix,0,0.472,0.987,-2.224,0.113,0.00287,0.13,0.27,0.363,0.7150370626037507,edm
5TX9vLC0E0ABNOBVBDtbzC,Zedd;Kehlani,pov: it's 2019,Good Thing,0,0.693,0.565,-3.854,0.0378,0.396,0.0,0.0409,0.588,0.763916966619003,edm
7kaux342y0B446JgJgojAi,Sara Skinner;Lost Sky,Dreams pt. II,Dreams pt. II,63,0.52,0.884,-4.809,0.0362,0.0253,0.000143,0.112,0.513,0.5956354880594317,edm
3lj59hy6FrRDyYNo8Onuud,Barren Gates,Devil,Devil,66,0.507,0.864,-1.421,0.168,0.343,2.57e-05,0.0891,0.41,0.6166485873477638,edm
6kPJZM97LwdG9QIsT7khp6,Clean Bandit;Demi Lovato,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),71,0.737,0.636,-4.546,0.0437,0.0441,6.66e-05,0.35,0.565,0.43145883667800733,edm
4xMbBESczlHPUO8QeYi56p,Becky Hill;Topic,My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),75,0.695,0.781,-5.578,0.0452,0.0185,3.12e-05,0.295,0.456,0.5096724356129712,edm
1bgKMxPQU7JIZEhNsM1vFs,Alesso;Zara Larsson,Words (feat. Zara Larsson),Words (feat. Zara Larsson),85,0.739,0.586,-5.079,0.0472,0.0245,0.000252,0.308,0.444,0.5096149105073714,edm
0DzPnTBSmVRKBQAmH3EomR,SABAI;Hoang;Claire Ridgely,Million Days,Million Days,63,0.514,0.648,-5.456,0.0482,0.27,0.0,0.14,0.0816,0.5955574182732607,edm
3Wd1EKFFLy7HZeZF7PEIge,Zedd;Foxes,Workout Hits 2023,Clarity,0,0.509,0.781,-3.48,0.0721,0.0391,0.0,0.0749,0.176,0.5259520404976744,edm
6ibayfvVOby1NSKJFohtZp,Robin Hustin;TobiMorrow;Jex,Light It Up,Light It Up,64,0.671,0.949,-2.44,0.0829,0.0037,3.83e-05,0.374,0.0724,0.5260588728366451,edm
5zfqAcASLuuMcHCyFiGiTP,Zedd;Liam Payne,Queda poco para la PAES,Get Low,0,0.723,0.924,-3.518,0.0516,0.0332,5.63e-06,0.0496,0.527,0.44380208076524824,edm
46MUbxLye12SKBN7xHg3CF,Unknown Brain;Jex;Rival,Control,Control,64,0.544,0.771,-4.097,0.0644,0.00339,2.12e-05,0.173,0.301,0.4098376148447644,edm
2MEH84HKs9zYHcA82mVzBy,Zedd;Liam Payne,Fiesta de disfraces vol. II,Get Low,0,0.723,0.924,-3.518,0.0516,0.0332,5.63e-06,0.0496,0.527,0.44380208076524824,edm
0WKDzn96q4kY1Bpd9ExnkX,Zedd;Foxes,Beginner Ride (Sweat & Burn),Clarity,2,0.509,0.781,-3.48,0.0721,0.0391,0.0,0.0749,0.176,0.5259520404976744,edm
4HGq8ZzrPOtXxNEXN4XGFu,Zedd;Alessia Cara,Beginner Ride (Mixtape Vol. 1),Stay,0,0.689,0.623,-5.025,0.0621,0.254,0.0,0.113,0.546,0.41910326578242363,edm
40t55nQzpBz95XU3goGALJ,Jonas Blue;Julian Perretta,Beats Electro Mood,Perfect Melody,1,0.815,0.771,-6.052,0.0392,0.104,0.0027,0.067,0.546,0.48461203425209143,edm
5QHRON3xuXFOWlXeZU4oVF,Zedd;Alessia Cara,Weekend Baby,Stay,0,0.689,0.623,-5.025,0.0621,0.254,0.0,0.113,0.546,0.41910326578242363,edm
0AKy9Gcrl0g3cQynsvlBM6,Zedd;Alessia Cara,Beats Electro Mood,Stay,3,0.689,0.623,-5.025,0.0621,0.254,0.0,0.113,0.546,0.41910326578242363,edm
2wQ411UQL2MRsdAgPRUstT,Vicetone,Walk Thru Fire,Walk Thru Fire,65,0.639,0.664,-4.926,0.0357,0.329,1.53e-06,0.382,0.351,0.4767516394655096,edm
61kSPL7U1AmuP4By1WXo9x,Zedd;Maren Morris;Grey,Обратно в клас - pop,The Middle,1,0.753,0.657,-3.061,0.045,0.173,0.0,0.112,0.435,0.439709580395444,edm
78v8ad1iLTlfLbam4qvzNu,Vicetone;Daisy Guttridge,Waiting,Waiting,63,0.651,0.7,-4.264,0.0318,0.352,0.0,0.061,0.214,0.4312903702973226,edm
623TdbJc1yLr8dIepsFV2v,Zedd;Maren Morris;Grey,Queda poco para la PAES,The Middle,0,0.753,0.657,-3.061,0.045,0.173,0.0,0.112,0.435,0.439709580395444,edm
5K6Ssv4Z3zRvxt0P6EKUAP,Galantis;David Guetta;Little Mix,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),79,0.595,0.784,-4.878,0.102,0.216,0.0,0.0608,0.479,0.5099641700770836,edm
5wzS6YhFe4VMDU3dgE15sA,Zedd;Maren Morris;Grey,Summer Sweat,The Middle,0,0.753,0.657,-3.061,0.045,0.173,0.0,0.112,0.435,0.439709580395444,edm
7GDGbF9PMU3sjxtmZFXWN4,Joel Corry;Mabel,House Anthems,I Wish,1,0.686,0.856,-2.717,0.0426,0.0896,0.0,0.0648,0.733,0.5094957513600579,edm
3T7aiE7ZBhAbj2xUzDCMUF,Joel Corry;Mabel,Cardio Tracks,I Wish,0,0.686,0.856,-2.717,0.0426,0.0896,0.0,0.0648,0.733,0.5094957513600579,edm
0U5Zq7fyxNUdTG731F4Vzw,Zedd;Hayley Williams,Almorzando solo,Stay The Night,0,0.595,0.738,-3.109,0.041,0.107,0.0,0.0947,0.461,0.5257548115641898,edm
1PdMtzyJP5Ry2UpiDyTA5j,Jonas Blue;William Singe,Обратно в клас - pop,Mama,1,0.737,0.792,-4.117,0.0416,0.102,0.0,0.0532,0.543,0.4273827720526601,edm
3iXP8BAN5Wa1MprwzRxDlp,Jonas Blue;AWA,"Anímate, es viernes",Something Stupid,0,0.705,0.864,-5.13,0.0344,0.276,0.00037,0.0872,0.626,0.4931216409447266,edm
34EbXKNnIAkgJEuWAcEQ8O,Joel Corry;MNEK,Hot Mix Pop,Head & Heart,0,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,0.505206022056769,edm
6iQmwq05YUi0OvEUJ2H0hk,Jonas Blue;William Singe,Del gusto de hermanos,Mama,5,0.737,0.792,-4.117,0.0416,0.102,0.0,0.0532,0.543,0.4273827720526601,edm
0n4VMosDis1qIFjSZl9gdi,Joel Corry;MNEK,La Fine dell'Estate,Head & Heart,0,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,0.505206022056769,edm
7vXR7bMvuo6uShUFo4q6sv,Joel Corry;Mabel,Dance Dance Dance,I Wish,0,0.686,0.856,-2.717,0.0426,0.0896,0.0,0.0648,0.733,0.5094957513600579,edm
6n93z3R9XhARc2tZvIPtmC,Jonas Blue;William Singe,Queda poco para la PAES,Mama,0,0.737,0.792,-4.117,0.0416,0.102,0.0,0.0532,0.543,0.4273827720526601,edm
4ndNWtfXMlLVfTRxVJZcMJ,Jonas Blue;JP Cooper,Beats Electro Mood,Perfect Strangers,0,0.735,0.863,-4.079,0.0458,0.393,0.0,0.271,0.728,0.48497362063014643,edm
2vw1qPBCAOfY19gZ06PVvj,Jonas Blue;William Singe,Fiesta de disfraces vol. II,Mama,0,0.737,0.792,-4.117,0.0416,0.102,0.0,0.0532,0.543,0.4273827720526601,edm
6d0xPGYOpstGJ0vM3QEd7Y,Jonas Blue;RAYE,Concierto en la ducha,By Your Side,0,0.694,0.743,-3.851,0.033,0.0773,0.0,0.0587,0.637,0.5053909241819108,edm
2chqxbeA3IiRlhe9firf8a,Jonas Blue;JP Cooper,Autumn Vibes 2022,Perfect Strangers,0,0.735,0.863,-4.079,0.0458,0.393,0.0,0.271,0.728,0.48497362063014643,edm
0RbT8j37JiZZbAtpJGYVry,Jonas Blue;JP Cooper,Electro sounds,Perfect Strangers,0,0.735,0.863,-4.079,0.0458,0.393,0.0,0.271,0.728,0.48497362063014643,edm
4jyjh3jL2utCwaKTqKwI9l,Clean Bandit;Jess Glynne;The Magician,10's Dance Classics,Rather Be - The Magician Remix,0,0.809,0.757,-6.246,0.0424,0.0157,0.0943,0.0997,0.587,0.4972346859951022,edm
57UkuOwXZ1sZyop4Um4RC6,Clean Bandit;Jess Glynne;The Magician,Dance Dance Dance,Rather Be - The Magician Remix,0,0.809,0.757,-6.246,0.0424,0.0157,0.0943,0.0997,0.587,0.4972346859951022,edm
1YMBg7rOjxzbya0fPOYfNX,DJ Snake;Lauv,A Different Way (with Lauv),A Different Way (with Lauv),66,0.784,0.757,-3.912,0.0384,0.495,1.18e-06,0.142,0.587,0.43142185625297896,edm
1XmoGNf6OVs6N251UejkbN,Zaeden;Hanita Bhambri,KTMBK,KTMBK,50,0.898,0.435,-8.834,0.0489,0.555,0.0,0.139,0.836,0.4726673569679339,edm
11j7AtNPZNq6BUQhAYrWvC,Nucleya;Avneet Khurmi,Bass Rani,Laung Gawacha,52,0.573,0.9,-4.855,0.0368,0.00498,0.00932,0.0952,0.415,0.37797281527866805,edm
2FqkTu4FhwDWn9hzEaWWCE,The Chainsmokers,So Far So Good,I Love U,69,0.651,0.719,-5.804,0.0318,0.143,3.62e-05,0.0948,0.81,0.42725128609700375,edm
4fr0TUNlNMjORHGnZX9DQs,David Guetta;MORTEN,Element,Element,0,0.73,0.941,-6.211,0.14,0.024,0.527,0.123,0.0741,0.5266464507009845,edm
1I8tHoNBFTuoJAlh4hfVVE,Kygo;Conrad Sewell,Cloud Nine,Firestone,77,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,0.46811876468944663,edm
3VEOc7GOcyFuovS2JRL2Lo,Ritviz,Mimmi,Chandamama,51,0.661,0.374,-7.561,0.0605,0.0171,0.0,0.0938,0.349,0.37806732080929606,edm
0wiDjWz3U1WfwXSrWHXe2b,David Guetta;Bebe Rexha;REAPER,I'm Good (Blue) [REAPER Remix],I'm Good (Blue) - REAPER Extended Remix,0,0.466,0.982,-2.674,0.0752,0.00841,0.323,0.358,0.37,0.7147823085646664,edm
2okJwvZaFNtnicAkgB6GFW,Galantis;Ship Wrek;Pink Sweat$,Happy Commute,Only a Fool,0,0.729,0.619,-6.155,0.0346,0.0451,0.0,0.0953,0.623,0.5056497871571093,edm
41gUDddcY9nBBuazuG20eD,Galantis;Ship Wrek;Pink Sweat$,Modern R&B Love,Only a Fool,0,0.729,0.619,-6.155,0.0346,0.0451,0.0,0.0953,0.623,0.5056497871571093,edm
1Wm35uHkiDlb3YKPJeh5Oh,Zaeden;somanshu,Genesis 1:1,intezaar,50,0.638,0.489,-6.206,0.0278,0.582,0.0,0.0965,0.548,0.43930690465624644,edm
4xkm03zMAQXHc0QHl0V2Rm,The Chainsmokers;ILLENIUM;Lennon Stella;pilton,Takeaway (feat. Lennon Stella) [Remixes],Takeaway (feat. Lennon Stella) - Pilton Remix,57,0.515,0.696,-7.323,0.034,0.136,0.0,0.238,0.528,0.4108319773844156,edm
7HXv3CYaZfL5PVtMAcJsmw,Clean Bandit;iann dior,Hot Mix Pop,Higher,2,0.716,0.736,-5.18,0.0363,0.336,1.4e-05,0.137,0.542,0.42740331673323145,edm
6Dy1jexKYriXAVG6evyUTJ,Joel Corry;Jax Jones;Charli XCX;Saweetie,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),81,0.787,0.833,-4.403,0.0478,0.018,0.00747,0.0374,0.796,0.5093848100849728,edm
1sgDyuLooyvEML4oHspNza,Kygo;OneRepublic,Golden Hour,Lose Somebody,74,0.58,0.586,-6.883,0.0357,0.344,0.0,0.0755,0.507,0.6080732376773006,edm
4FlCXmHd0JP7ue2tK7fVC7,Clean Bandit;French The Kid;Rema,Upbeat Pop,Sad Girls,0,0.799,0.847,-7.808,0.0956,0.254,2.14e-05,0.339,0.529,0.47259339611787715,edm
6mAEGwvlMfcBoljHZfKttI,Clean Bandit;French The Kid;Rema,From The Ashes - New Beats,Sad Girls,0,0.799,0.847,-7.808,0.0956,0.254,2.14e-05,0.339,0.529,0.47259339611787715,edm
3HHNr1SGtwGG6XKHkvHVJb,Clean Bandit;A7S,Hit After Hit,Everything but You,0,0.679,0.764,-5.301,0.0391,0.031,9.05e-06,0.0951,0.471,0.513522508752034,edm
1Z4Abuc0cgkfoB7591S8gv,Clean Bandit,The State of Pop,Nightingale,0,0.653,0.507,-9.125,0.175,0.104,0.0,0.0949,0.263,0.6171539864898181,edm
